ID,PartySubTypeID,DistinctPartyRef
17261,4,17261
17265,4,17265
17266,4,17266
17267,4,17267
17268,4,17268
17269,3,17269
17270,4,17270
17271,3,17271
17272,4,17272
17273,3,17273
17274,4,17274
17275,4,17275
17276,4,17276
17278,4,17278
17279,4,17279
17280,4,17280
17281,4,17281
17282,4,17282
17283,4,17283
17284,4,17284
17285,4,17285
17286,4,17286
17287,4,17287
17289,3,17289
17290,4,17290
17291,4,17291
17292,4,17292
17293,4,17293
17294,4,17294
17295,4,17295
17296,4,17296
17297,4,17297
17298,4,17298
17299,3,17299
17300,4,17300
17301,4,17301
17311,4,17311
17312,4,17312
17314,4,17314
17317,3,17317
17318,4,17318
17320,4,17320
17321,4,17321
17326,4,17326
17346,3,17346
17347,3,17347
17348,4,17348
17350,3,17350
17352,3,17352
17354,4,17354
17355,3,17355
17366,4,17366
17367,4,17367
17368,4,17368
17386,4,17386
17387,4,17387
17426,4,17426
17427,4,17427
17446,4,17446
17448,4,17448
17449,3,17449
17466,3,17466
17467,4,17467
17468,3,17468
17471,3,17471
17507,4,17507
17508,4,17508
17509,3,17509
17510,3,17510
17546,4,17546
17547,4,17547
17567,3,17567
17586,3,17586
17587,3,17587
17612,3,17612
17613,3,17613
17614,4,17614
17615,4,17615
17616,4,17616
17617,4,17617
17618,4,17618
17619,4,17619
17620,4,17620
17622,4,17622
17624,4,17624
17625,4,17625
17626,3,17626
17627,4,17627
17667,4,17667
17668,4,17668
17669,4,17669
17670,3,17670
17671,3,17671
17672,3,17672
17673,4,17673
17674,4,17674
17686,4,17686
17706,4,17706
17727,4,17727
17747,4,17747
17748,4,17748
17753,4,17753
17754,4,17754
17755,3,17755
17759,3,17759
17760,4,17760
17761,4,17761
17762,4,17762
17763,4,17763
17764,4,17764
17765,4,17765
17766,4,17766
17768,3,17768
17769,3,17769
17770,3,17770
17771,4,17771
17787,3,17787
17788,4,17788
17789,4,17789
17807,4,17807
17808,4,17808
17809,4,17809
17810,4,17810
17812,4,17812
17816,4,17816
17818,4,17818
17827,3,17827
17828,3,17828
17829,3,17829
17848,4,17848
17849,4,17849
17868,4,17868
17869,4,17869
17870,4,17870
17871,4,17871
17872,4,17872
17873,3,17873
17927,4,17927
17928,4,17928
17947,4,17947
17948,4,17948
17949,4,17949
17967,4,17967
18007,4,18007
18008,4,18008
18009,4,18009
18010,4,18010
18027,3,18027
18047,4,18047
18048,4,18048
18049,4,18049
18050,4,18050
18051,4,18051
18067,4,18067
18068,4,18068
18070,3,18070
18071,3,18071
18087,3,18087
18088,3,18088
18089,3,18089
18090,3,18090
18091,3,18091
18092,3,18092
18093,3,18093
18094,3,18094
18095,3,18095
18097,4,18097
18107,4,18107
18108,4,18108
18127,4,18127
18128,3,18128
18129,3,18129
18130,3,18130
18131,3,18131
18132,4,18132
18133,3,18133
18134,3,18134
18135,4,18135
18150,2,18150
18151,2,18151
18152,2,18152
18153,2,18153
18154,2,18154
18155,2,18155
18156,2,18156
18157,2,18157
18158,2,18158
18159,3,18159
18207,3,18207
18208,3,18208
18209,3,18209
18210,3,18210
18211,3,18211
18212,3,18212
18213,1,18213
18215,1,18215
18216,1,18216
18218,4,18218
18219,3,18219
18220,3,18220
18221,3,18221
18222,3,18222
18223,4,18223
18224,4,18224
18225,4,18225
18226,4,18226
18247,3,18247
18249,3,18249
18250,3,18250
18268,3,18268
18272,3,18272
18273,3,18273
18281,3,18281
18286,3,18286
18287,3,18287
18288,3,18288
18291,3,18291
18293,3,18293
18295,3,18295
18299,3,18299
18302,4,18302
18303,4,18303
18304,3,18304
18305,3,18305
18306,3,18306
18307,4,18307
18308,3,18308
18309,3,18309
18310,4,18310
18311,3,18311
18313,4,18313
18314,4,18314
18315,3,18315
18316,4,18316
18317,3,18317
18318,3,18318
18319,3,18319
18320,3,18320
18321,3,18321
18322,3,18322
18323,4,18323
18325,3,18325
18328,3,18328
18329,3,18329
18330,4,18330
18331,4,18331
18332,4,18332
18333,4,18333
18334,3,18334
18335,3,18335
18336,1,18336
18337,1,18337
18338,1,18338
18339,1,18339
18340,1,18340
18341,1,18341
18342,1,18342
18343,3,18343
18344,4,18344
18345,3,18345
18346,1,18346
18347,4,18347
18348,4,18348
18349,4,18349
18367,3,18367
18368,3,18368
18369,3,18369
18370,3,18370
18371,3,18371
18372,4,18372
18413,3,18413
18427,4,18427
18428,4,18428
18429,4,18429
18430,3,18430
18431,3,18431
18447,4,18447
18527,4,18527
18528,4,18528
18529,4,18529
18530,4,18530
18531,4,18531
18533,4,18533
18535,4,18535
18536,3,18536
18539,3,18539
18547,4,18547
18552,4,18552
18553,3,18553
18554,4,18554
18555,4,18555
18556,4,18556
18557,4,18557
18558,4,18558
18559,4,18559
18568,3,18568
18570,4,18570
18571,4,18571
18572,3,18572
18588,4,18588
18589,4,18589
18590,4,18590
18591,4,18591
18592,4,18592
18593,4,18593
18594,4,18594
18595,4,18595
18596,4,18596
18600,4,18600
18601,4,18601
18602,4,18602
18603,4,18603
18617,4,18617
18619,4,18619
18620,4,18620
18621,4,18621
18628,3,18628
18629,4,18629
18630,4,18630
18631,3,18631
18632,4,18632
18633,4,18633
18634,4,18634
18635,4,18635
18636,3,18636
18637,4,18637
18640,4,18640
18642,4,18642
18643,4,18643
18644,3,18644
18645,4,18645
18646,4,18646
18647,3,18647
18648,4,18648
18650,4,18650
18651,4,18651
18652,4,18652
18654,3,18654
18655,4,18655
18656,4,18656
18657,4,18657
18658,4,18658
18659,4,18659
18660,4,18660
18661,3,18661
18668,4,18668
18669,3,18669
18688,4,18688
18708,3,18708
18709,3,18709
18710,3,18710
18714,3,18714
18715,3,18715
18716,3,18716
18721,3,18721
18722,3,18722
18723,3,18723
18724,3,18724
18725,3,18725
18726,3,18726
18729,3,18729
18730,3,18730
18731,3,18731
18733,3,18733
18734,3,18734
18735,3,18735
18736,3,18736
18737,3,18737
18739,3,18739
18740,3,18740
18741,3,18741
18743,3,18743
18744,3,18744
18748,3,18748
18749,3,18749
18750,3,18750
18751,3,18751
18753,3,18753
18769,3,18769
18770,3,18770
18772,3,18772
18774,3,18774
18779,3,18779
18782,3,18782
18784,3,18784
18788,3,18788
18795,3,18795
18820,3,18820
18821,3,18821
18822,3,18822
18823,3,18823
18824,3,18824
18825,3,18825
18826,3,18826
18828,3,18828
18848,4,18848
18868,3,18868
18888,3,18888
18928,3,18928
18929,3,18929
18930,4,18930
18931,3,18931
18932,4,18932
18933,3,18933
18939,3,18939
18940,4,18940
18941,4,18941
18942,4,18942
18943,4,18943
18944,4,18944
18950,3,18950
18951,3,18951
18952,3,18952
18953,3,18953
18954,3,18954
18955,3,18955
18956,3,18956
18957,4,18957
18958,4,18958
18959,4,18959
18960,4,18960
18961,3,18961
18962,3,18962
18963,4,18963
18964,3,18964
18965,3,18965
18966,3,18966
18969,4,18969
18970,4,18970
18971,4,18971
18988,4,18988
18989,4,18989
18990,4,18990
18991,3,18991
18992,3,18992
18993,3,18993
18994,3,18994
18995,3,18995
18996,4,18996
18997,3,18997
19008,4,19008
19028,3,19028
19029,4,19029
19030,4,19030
19031,3,19031
19032,3,19032
19033,3,19033
19034,3,19034
19035,4,19035
19036,3,19036
19037,3,19037
19038,3,19038
19040,3,19040
19041,4,19041
19043,4,19043
19044,3,19044
19045,3,19045
19046,3,19046
19047,3,19047
19048,3,19048
19053,4,19053
19099,4,19099
19100,3,19100
19128,4,19128
19129,4,19129
19130,4,19130
19133,4,19133
19134,3,19134
19135,4,19135
19136,4,19136
19138,4,19138
19139,4,19139
19140,4,19140
19141,4,19141
19142,4,19142
19144,3,19144
19146,3,19146
19147,3,19147
19149,3,19149
19150,3,19150
19151,3,19151
19155,3,19155
19156,3,19156
19157,3,19157
19158,3,19158
19159,3,19159
19161,3,19161
19162,3,19162
19165,3,19165
19167,3,19167
19168,3,19168
19170,3,19170
19172,3,19172
19174,3,19174
19175,3,19175
19176,3,19176
19178,3,19178
19179,3,19179
19180,3,19180
19182,3,19182
19183,3,19183
19184,3,19184
19186,3,19186
19187,3,19187
19188,3,19188
19190,3,19190
19193,3,19193
19194,3,19194
19195,3,19195
19198,3,19198
19199,3,19199
19202,3,19202
19228,4,19228
19229,4,19229
19230,4,19230
19231,4,19231
19232,4,19232
19233,4,19233
19234,4,19234
19237,4,19237
19249,3,19249
19250,4,19250
19251,4,19251
19252,4,19252
19253,3,19253
19254,3,19254
19268,4,19268
19272,4,19272
19273,4,19273
19274,4,19274
19276,3,19276
19308,3,19308
19328,4,19328
19348,4,19348
19388,4,19388
19389,4,19389
19390,3,19390
19391,4,19391
19408,4,19408
19428,4,19428
19429,3,19429
19448,4,19448
19449,4,19449
19450,4,19450
19488,4,19488
19489,3,19489
19490,3,19490
19491,4,19491
19492,3,19492
19493,3,19493
19494,4,19494
19496,4,19496
19497,4,19497
19498,4,19498
19499,4,19499
19508,3,19508
19509,3,19509
19528,3,19528
19529,4,19529
19530,3,19530
19531,4,19531
19532,4,19532
19533,4,19533
19534,4,19534
19535,4,19535
19536,4,19536
19569,3,19569
19570,1,19570
19571,3,19571
19572,1,19572
19573,1,19573
19574,3,19574
19575,1,19575
19576,3,19576
19577,1,19577
19578,1,19578
19579,3,19579
19580,3,19580
19581,3,19581
19582,1,19582
19583,3,19583
19584,1,19584
19585,1,19585
19586,3,19586
19587,3,19587
19588,1,19588
19589,1,19589
19590,1,19590
19591,1,19591
19592,1,19592
19593,1,19593
19594,1,19594
19595,1,19595
19596,1,19596
19597,1,19597
19598,1,19598
19599,4,19599
19600,4,19600
19609,4,19609
19610,4,19610
19611,3,19611
19612,3,19612
19613,3,19613
19629,3,19629
19630,3,19630
19653,3,19653
19669,4,19669
19671,4,19671
19679,3,19679
19680,4,19680
19682,3,19682
19689,4,19689
19709,3,19709
19710,4,19710
19711,3,19711
19712,3,19712
19713,4,19713
19714,3,19714
19715,3,19715
19716,3,19716
19729,4,19729
19730,3,19730
19731,3,19731
19732,3,19732
19733,3,19733
19734,3,19734
19769,4,19769
19789,3,19789
19790,3,19790
19791,4,19791
19792,4,19792
19793,4,19793
19809,4,19809
19811,4,19811
19829,4,19829
19849,4,19849
19850,4,19850
19869,4,19869
19889,3,19889
19890,3,19890
19891,4,19891
19892,3,19892
19909,4,19909
19910,4,19910
19911,4,19911
19912,4,19912
19929,4,19929
19930,4,19930
19931,4,19931
19932,4,19932
19936,3,19936
19937,3,19937
19938,3,19938
19939,3,19939
19940,3,19940
19941,3,19941
19949,3,19949
19950,3,19950
19969,4,19969
19970,4,19970
19972,3,19972
19973,3,19973
19974,3,19974
19975,3,19975
19991,4,19991
19994,4,19994
20010,3,20010
20029,3,20029
20030,3,20030
20050,4,20050
20069,4,20069
20089,3,20089
20090,3,20090
20109,4,20109
20110,4,20110
20111,4,20111
20112,4,20112
20113,4,20113
20116,4,20116
20118,3,20118
20119,4,20119
20120,4,20120
20121,4,20121
20122,4,20122
20123,3,20123
20124,4,20124
20125,4,20125
20126,4,20126
20127,4,20127
20129,3,20129
20130,4,20130
20131,4,20131
20133,4,20133
20134,4,20134
20137,4,20137
20138,4,20138
20139,4,20139
20140,4,20140
20149,4,20149
20152,4,20152
20156,4,20156
20157,4,20157
20159,3,20159
20160,4,20160
20199,3,20199
20200,3,20200
20201,3,20201
20202,3,20202
20203,3,20203
20205,3,20205
20206,3,20206
20207,3,20207
20208,3,20208
20209,3,20209
20210,3,20210
20211,3,20211
20219,3,20219
20222,4,20222
20223,3,20223
20224,4,20224
20225,4,20225
20226,4,20226
20227,4,20227
20239,4,20239
20240,4,20240
20241,4,20241
20242,4,20242
20243,4,20243
20244,4,20244
20245,4,20245
20246,3,20246
20247,3,20247
20248,3,20248
20250,4,20250
20251,4,20251
20252,3,20252
20253,3,20253
20254,3,20254
20255,3,20255
20256,3,20256
20257,3,20257
20258,3,20258
20259,3,20259
20260,3,20260
20261,3,20261
20262,3,20262
20263,3,20263
20264,3,20264
20272,4,20272
20273,4,20273
20274,4,20274
20275,4,20275
20276,4,20276
20277,4,20277
20278,4,20278
20279,4,20279
20280,4,20280
20281,4,20281
20282,4,20282
20283,3,20283
20284,3,20284
20285,3,20285
20286,3,20286
20287,3,20287
20288,3,20288
20289,3,20289
20290,3,20290
20291,3,20291
20292,3,20292
20293,3,20293
20306,3,20306
20359,4,20359
20360,3,20360
20379,3,20379
20380,3,20380
20381,4,20381
20382,4,20382
20383,4,20383
20419,4,20419
20420,4,20420
20439,4,20439
20440,4,20440
20441,4,20441
20520,3,20520
20521,4,20521
20540,2,20540
20541,2,20541
20542,2,20542
20543,2,20543
20544,2,20544
20545,2,20545
20546,2,20546
20547,2,20547
20548,2,20548
20549,2,20549
20551,2,20551
20552,2,20552
20553,2,20553
20554,2,20554
20555,2,20555
20556,2,20556
20560,3,20560
20561,4,20561
20562,4,20562
20564,3,20564
20565,4,20565
20566,4,20566
20567,4,20567
20568,3,20568
20569,3,20569
20570,3,20570
20571,3,20571
20572,3,20572
20573,3,20573
20574,3,20574
20575,4,20575
20576,4,20576
20577,4,20577
20578,3,20578
20579,3,20579
20580,3,20580
20581,3,20581
20601,4,20601
20602,4,20602
20603,3,20603
20604,4,20604
20620,3,20620
20700,4,20700
20701,4,20701
20720,4,20720
20721,4,20721
20780,4,20780
20820,3,20820
20840,4,20840
20841,4,20841
20861,2,20861
20880,4,20880
20881,4,20881
20882,4,20882
20883,4,20883
20900,4,20900
20901,4,20901
20902,4,20902
20903,4,20903
20904,4,20904
20905,4,20905
20920,4,20920
20921,4,20921
20922,4,20922
20923,4,20923
20924,4,20924
20940,4,20940
20941,4,20941
20942,4,20942
20943,4,20943
20944,4,20944
20945,4,20945
20946,4,20946
20947,4,20947
20948,4,20948
20949,4,20949
20950,4,20950
20951,4,20951
20952,4,20952
20953,4,20953
20954,3,20954
20955,3,20955
20956,3,20956
20957,3,20957
20959,4,20959
20960,3,20960
20961,4,20961
20962,4,20962
20963,4,20963
20964,4,20964
20965,4,20965
20966,4,20966
20967,4,20967
20968,4,20968
20969,4,20969
20980,4,20980
20981,3,20981
20982,4,20982
20994,4,20994
20998,4,20998
20999,4,20999
21000,4,21000
21001,4,21001
21002,4,21002
21003,3,21003
21004,4,21004
21023,3,21023
21024,4,21024
21026,4,21026
21027,4,21027
21028,4,21028
21029,4,21029
21030,4,21030
21031,4,21031
21032,4,21032
21033,4,21033
21034,4,21034
21035,4,21035
21036,4,21036
21038,3,21038
21039,3,21039
21040,3,21040
21042,4,21042
21048,3,21048
21064,4,21064
21065,4,21065
21067,4,21067
21070,4,21070
21071,3,21071
21072,3,21072
21073,3,21073
21074,3,21074
21075,3,21075
21076,3,21076
21077,3,21077
21079,3,21079
21081,3,21081
21083,3,21083
21084,3,21084
21085,3,21085
21086,3,21086
21088,3,21088
21089,3,21089
21090,3,21090
21091,3,21091
21095,3,21095
21096,3,21096
21098,3,21098
21101,3,21101
21103,3,21103
21104,3,21104
21105,3,21105
21106,3,21106
21107,3,21107
21110,3,21110
21113,3,21113
21114,3,21114
21115,1,21115
21116,3,21116
21118,1,21118
21119,3,21119
21121,3,21121
21122,3,21122
21123,4,21123
21124,3,21124
21125,3,21125
21143,4,21143
21144,4,21144
21164,4,21164
21165,4,21165
21166,4,21166
21167,4,21167
21168,4,21168
21169,4,21169
21170,4,21170
21171,4,21171
21183,4,21183
21184,4,21184
21185,4,21185
21186,4,21186
21187,4,21187
21188,4,21188
21203,4,21203
21204,4,21204
21206,3,21206
21207,3,21207
21208,4,21208
21223,4,21223
21224,4,21224
21225,4,21225
21226,4,21226
21228,4,21228
21229,4,21229
21230,4,21230
21243,3,21243
21244,3,21244
21245,3,21245
21246,4,21246
21248,4,21248
21263,4,21263
21264,3,21264
21265,4,21265
21266,4,21266
21283,4,21283
21284,4,21284
21286,4,21286
21287,4,21287
21303,4,21303
21304,4,21304
21305,4,21305
21306,4,21306
21308,3,21308
21323,3,21323
21324,4,21324
21325,4,21325
21326,4,21326
21327,4,21327
21328,4,21328
21329,4,21329
21330,4,21330
21331,4,21331
21332,3,21332
21333,3,21333
21334,3,21334
21343,3,21343
21344,3,21344
21363,4,21363
21384,4,21384
21385,4,21385
21387,4,21387
21388,4,21388
21389,4,21389
21390,4,21390
21391,3,21391
21392,4,21392
21403,4,21403
21404,4,21404
21405,3,21405
21406,4,21406
21424,3,21424
21443,4,21443
21444,4,21444
21463,4,21463
21465,4,21465
21523,3,21523
21524,3,21524
21543,4,21543
21544,4,21544
21545,3,21545
21546,3,21546
21547,4,21547
21548,3,21548
21549,4,21549
21550,4,21550
21552,3,21552
21553,3,21553
21554,3,21554
21555,4,21555
21556,4,21556
21557,3,21557
21558,4,21558
21559,3,21559
21560,4,21560
21561,4,21561
21562,3,21562
21563,4,21563
21564,3,21564
21565,3,21565
21566,3,21566
21567,4,21567
21568,4,21568
21569,4,21569
21570,3,21570
21571,3,21571
21572,3,21572
21573,3,21573
21574,3,21574
21575,3,21575
21576,3,21576
21577,3,21577
21579,4,21579
21581,4,21581
21582,4,21582
21583,4,21583
21584,4,21584
21585,4,21585
21623,3,21623
21643,4,21643
21664,3,21664
21666,3,21666
21667,4,21667
21683,4,21683
21703,4,21703
21724,3,21724
21726,4,21726
21727,4,21727
21728,4,21728
21729,4,21729
21730,4,21730
21731,4,21731
21732,4,21732
21733,4,21733
21734,4,21734
21735,4,21735
21736,4,21736
21737,3,21737
21743,4,21743
21744,4,21744
21745,4,21745
21746,4,21746
21747,4,21747
21748,4,21748
21749,4,21749
21764,4,21764
21765,4,21765
21803,4,21803
21805,3,21805
21806,4,21806
21843,4,21843
21844,4,21844
21845,4,21845
21846,3,21846
21883,3,21883
21904,4,21904
21905,4,21905
21906,4,21906
21907,4,21907
21908,4,21908
21909,4,21909
21910,4,21910
21911,4,21911
21912,4,21912
21913,4,21913
21914,4,21914
21915,4,21915
21916,4,21916
21917,4,21917
21918,4,21918
21919,4,21919
21920,4,21920
21921,4,21921
21922,4,21922
21923,4,21923
21924,4,21924
21925,4,21925
21926,4,21926
21927,4,21927
21928,4,21928
21929,4,21929
21930,4,21930
21931,4,21931
21932,4,21932
21933,4,21933
21934,4,21934
21935,4,21935
21936,4,21936
21937,4,21937
21938,4,21938
21939,4,21939
21940,4,21940
21941,4,21941
21942,4,21942
21943,4,21943
21944,4,21944
21945,4,21945
21946,4,21946
21947,4,21947
21948,4,21948
21949,4,21949
21950,4,21950
21951,4,21951
21952,4,21952
21953,4,21953
21954,4,21954
21955,4,21955
21956,4,21956
21957,4,21957
21958,4,21958
21959,4,21959
21960,4,21960
21961,4,21961
21962,4,21962
21963,4,21963
21964,4,21964
21965,4,21965
21966,4,21966
21967,4,21967
21968,4,21968
21969,4,21969
21970,4,21970
21971,4,21971
21972,4,21972
21973,4,21973
21974,4,21974
21975,4,21975
21976,4,21976
21977,4,21977
21978,4,21978
21979,4,21979
21980,4,21980
21981,4,21981
21982,4,21982
21983,4,21983
21984,4,21984
21985,4,21985
21986,4,21986
21987,4,21987
21988,4,21988
21989,4,21989
21990,4,21990
21991,4,21991
21992,4,21992
21993,4,21993
21994,4,21994
21995,4,21995
21996,4,21996
21997,4,21997
21998,4,21998
21999,4,21999
22000,4,22000
22001,4,22001
22002,4,22002
22003,4,22003
22004,4,22004
22005,4,22005
22006,4,22006
22007,4,22007
22008,4,22008
22009,4,22009
22010,4,22010
22011,4,22011
22012,4,22012
22013,4,22013
22014,4,22014
22015,4,22015
22016,4,22016
22017,4,22017
22018,4,22018
22019,4,22019
22020,4,22020
22021,4,22021
22022,4,22022
22023,4,22023
22024,4,22024
22025,4,22025
22026,4,22026
22027,4,22027
22028,4,22028
22029,4,22029
22030,4,22030
22031,4,22031
22032,4,22032
22033,4,22033
22034,4,22034
22035,4,22035
22036,4,22036
22037,4,22037
22038,4,22038
22039,4,22039
22040,4,22040
22041,4,22041
22042,4,22042
22043,4,22043
22044,4,22044
22045,4,22045
22046,4,22046
22047,4,22047
22048,4,22048
22049,4,22049
22050,4,22050
22051,4,22051
22052,4,22052
22053,4,22053
22054,4,22054
22055,4,22055
22056,4,22056
22057,4,22057
22058,4,22058
22059,4,22059
22060,4,22060
22061,4,22061
22062,4,22062
22063,4,22063
22064,4,22064
22065,4,22065
22066,4,22066
22067,4,22067
22068,4,22068
22069,4,22069
22070,4,22070
22071,4,22071
22072,4,22072
22073,4,22073
22074,4,22074
22075,4,22075
22076,4,22076
22077,4,22077
22078,4,22078
22079,4,22079
22080,4,22080
22081,4,22081
22082,4,22082
22083,4,22083
22084,4,22084
22085,4,22085
22086,4,22086
22087,4,22087
22088,4,22088
22089,4,22089
22090,4,22090
22091,4,22091
22092,4,22092
22093,4,22093
22094,4,22094
22095,4,22095
22096,4,22096
22097,4,22097
22098,4,22098
22099,4,22099
22100,4,22100
22101,4,22101
22102,4,22102
22103,4,22103
22104,4,22104
22105,4,22105
22106,4,22106
22107,4,22107
22108,4,22108
22109,4,22109
22110,4,22110
22111,4,22111
22112,4,22112
22113,4,22113
22114,4,22114
22115,4,22115
22116,4,22116
22117,4,22117
22118,4,22118
22119,4,22119
22120,4,22120
22121,4,22121
22122,4,22122
22123,4,22123
22124,4,22124
22125,4,22125
22126,4,22126
22127,4,22127
22128,4,22128
22129,4,22129
22130,4,22130
22131,4,22131
22132,4,22132
22133,4,22133
22134,4,22134
22135,4,22135
22136,4,22136
22137,4,22137
22138,4,22138
22139,4,22139
22140,4,22140
22141,4,22141
22142,4,22142
22143,4,22143
22144,4,22144
22145,4,22145
22146,4,22146
22147,4,22147
22148,4,22148
22149,4,22149
22150,4,22150
22151,4,22151
22152,4,22152
22153,4,22153
22154,4,22154
22155,4,22155
22156,4,22156
22157,4,22157
22158,4,22158
22159,4,22159
22160,4,22160
22161,4,22161
22162,4,22162
22163,4,22163
22164,4,22164
22165,4,22165
22166,4,22166
22167,4,22167
22168,4,22168
22169,4,22169
22170,4,22170
22171,4,22171
22172,4,22172
22173,4,22173
22174,4,22174
22175,4,22175
22183,4,22183
22203,4,22203
22204,4,22204
22223,4,22223
22243,4,22243
22244,3,22244
22245,3,22245
22246,3,22246
22247,4,22247
22248,4,22248
22249,4,22249
22250,4,22250
22251,3,22251
22252,4,22252
22253,4,22253
22254,4,22254
22255,3,22255
22256,4,22256
22257,3,22257
22258,4,22258
22259,4,22259
22260,4,22260
22261,3,22261
22262,4,22262
22263,3,22263
22264,3,22264
22265,4,22265
22266,4,22266
22267,4,22267
22268,4,22268
22283,3,22283
22284,3,22284
22285,3,22285
22286,4,22286
22287,4,22287
22288,3,22288
22303,4,22303
22323,3,22323
22324,3,22324
22325,3,22325
22326,4,22326
22343,4,22343
22403,3,22403
22404,4,22404
22405,4,22405
22406,3,22406
22407,3,22407
22408,4,22408
22409,4,22409
22410,4,22410
22411,4,22411
22412,4,22412
22413,4,22413
22414,4,22414
22415,3,22415
22416,3,22416
22417,4,22417
22423,4,22423
22424,4,22424
22443,4,22443
22463,4,22463
22464,3,22464
22483,4,22483
22484,3,22484
22485,4,22485
22486,3,22486
22487,3,22487
22488,3,22488
22503,3,22503
22504,3,22504
22505,3,22505
22506,3,22506
22507,3,22507
22508,3,22508
22523,4,22523
22524,4,22524
22525,4,22525
22526,3,22526
22527,3,22527
22543,3,22543
22544,4,22544
22545,4,22545
22553,3,22553
22554,3,22554
22555,4,22555
22556,4,22556
22563,4,22563
22583,3,22583
22603,3,22603
22605,3,22605
22606,3,22606
22607,3,22607
22608,4,22608
22609,4,22609
22610,4,22610
22612,4,22612
22613,3,22613
22614,3,22614
22623,4,22623
22624,3,22624
22643,4,22643
22663,4,22663
22664,3,22664
22683,4,22683
22684,3,22684
22685,3,22685
22686,3,22686
22687,3,22687
22688,3,22688
22689,4,22689
22690,4,22690
22691,4,22691
22692,3,22692
22693,3,22693
22694,3,22694
22695,3,22695
22696,4,22696
22697,3,22697
22698,3,22698
22699,4,22699
22700,4,22700
22701,4,22701
22702,4,22702
22703,3,22703
22704,3,22704
22743,4,22743
22744,4,22744
22746,4,22746
22747,4,22747
22748,4,22748
22749,4,22749
22750,4,22750
22751,4,22751
22752,4,22752
22753,4,22753
22754,4,22754
22755,4,22755
22783,3,22783
22784,3,22784
22785,3,22785
22786,3,22786
22787,3,22787
22788,3,22788
22790,4,22790
22803,4,22803
22804,4,22804
22806,4,22806
22807,4,22807
22808,4,22808
22809,4,22809
22810,4,22810
22811,4,22811
22812,3,22812
22823,4,22823
22824,4,22824
22863,4,22863
22884,4,22884
22885,4,22885
22903,4,22903
22904,3,22904
22905,3,22905
22906,3,22906
22923,4,22923
22924,4,22924
22943,3,22943
22944,3,22944
22945,3,22945
22946,4,22946
22947,4,22947
22948,4,22948
22949,4,22949
22950,3,22950
22951,4,22951
22952,4,22952
22953,4,22953
22983,3,22983
22984,4,22984
22985,3,22985
22986,3,22986
22987,4,22987
22988,4,22988
22989,4,22989
22990,4,22990
22991,4,22991
22992,4,22992
22993,4,22993
22994,4,22994
22995,4,22995
22996,4,22996
22997,4,22997
22998,4,22998
22999,4,22999
23000,4,23000
23001,4,23001
23002,3,23002
23003,3,23003
23004,3,23004
23005,3,23005
23006,3,23006
23007,4,23007
23008,4,23008
23009,4,23009
23010,4,23010
23011,4,23011
23012,4,23012
23013,4,23013
23014,4,23014
23015,3,23015
23016,4,23016
23017,4,23017
23023,4,23023
23024,3,23024
23025,3,23025
23043,4,23043
23048,4,23048
23049,4,23049
23050,4,23050
23051,3,23051
23052,4,23052
23054,4,23054
23055,4,23055
23056,4,23056
23063,3,23063
23064,3,23064
23065,3,23065
23066,3,23066
23083,3,23083
23084,3,23084
23085,3,23085
23086,4,23086
23087,4,23087
23088,4,23088
23089,4,23089
23090,4,23090
23091,4,23091
23092,4,23092
23123,4,23123
23124,4,23124
23125,4,23125
23126,4,23126
23127,4,23127
23128,4,23128
23129,4,23129
23130,4,23130
23131,4,23131
23132,4,23132
23133,4,23133
23135,4,23135
23143,4,23143
23144,3,23144
23145,3,23145
23146,3,23146
23147,4,23147
23148,3,23148
23149,3,23149
23150,1,23150
23151,3,23151
23152,3,23152
23153,3,23153
23154,3,23154
23155,1,23155
23156,1,23156
23157,1,23157
23158,1,23158
23159,1,23159
23160,1,23160
23161,1,23161
23162,1,23162
23163,1,23163
23164,1,23164
23165,1,23165
23166,1,23166
23167,1,23167
23168,1,23168
23169,1,23169
23170,4,23170
23171,3,23171
23172,4,23172
23173,3,23173
23174,3,23174
23175,3,23175
23176,3,23176
23177,3,23177
23178,3,23178
23183,3,23183
23184,1,23184
23185,1,23185
23186,1,23186
23187,1,23187
23189,4,23189
23193,4,23193
23194,4,23194
23195,4,23195
23203,3,23203
23204,3,23204
23205,3,23205
23206,3,23206
23207,3,23207
23208,3,23208
23209,4,23209
23211,3,23211
23212,4,23212
23213,4,23213
23214,4,23214
23215,4,23215
23223,3,23223
23224,4,23224
23225,4,23225
23226,4,23226
23227,4,23227
23229,4,23229
23230,4,23230
23231,4,23231
23232,4,23232
23243,4,23243
23244,4,23244
23245,3,23245
23246,3,23246
23247,4,23247
23248,4,23248
23249,4,23249
23252,4,23252
23253,4,23253
23254,4,23254
23255,4,23255
23256,3,23256
23257,3,23257
23258,3,23258
23259,3,23259
23260,3,23260
23261,3,23261
23262,3,23262
23263,3,23263
23264,3,23264
23265,3,23265
23266,3,23266
23267,3,23267
23268,3,23268
23269,3,23269
23270,3,23270
23271,3,23271
23272,3,23272
23273,3,23273
23274,3,23274
23275,4,23275
23276,4,23276
23277,4,23277
23278,4,23278
23279,4,23279
23283,4,23283
23284,3,23284
23285,3,23285
23286,3,23286
23287,3,23287
23288,4,23288
23303,4,23303
23304,4,23304
23305,4,23305
23307,4,23307
23308,4,23308
23323,3,23323
23324,3,23324
23325,3,23325
23326,3,23326
23327,3,23327
23328,3,23328
23329,3,23329
