ID,AreaCodeID,CountryID,CountryRelevanceID,Values,FeatureVersionID
38717,11160,11160,1413,Quetta,238717
38737,11109,11109,1413,"237 Motahari Avenue, Tehran, 1587618118",238737
38738,11109,11109,1413,"Kouh-e Nour Street, Shahid Motahari Avenue, Tehran, 1587618111",238738
38740,11109,11109,1413,"45 Vali Asr Ave, Parvin St, Tehran, 1966835611",238740
38742,11109,11109,1413,"No. 12, Taheri Street, Africa Blvd, Tehran",238742
38744,11109,11109,1413,"No. 13, 11th (Shahab) Street, Gandy Blvd, Tehran",238744
38746,11109,11109,1413,"No. 6, Boostan Alley, Attar Street, N. Kurdistan Highway, Tehran",238746
38748,11109,11109,1413,"No. 239, First Floor of Day Insurance Building, Mirdamad Blvd, Tehran",238748
38750,11109,11109,1413,"No. 66, Mansour Alley, Next to Tehran Grand Hotel, Motahari Street, Tehran",238750
38752,11109,11109,1413,"No. 58, 2nd, 3rd, and 4th floors, 14th street, Khaled Istanbuli Street, Tehran",238752
38754,11109,11109,1413,"No. 4, 4th Floor, Farid Afshar Street, Shahid Dastgerdi Street, Tehran",238754
38756,11109,11109,1413,"North Kargar Street, P.O. Box 14155-1339, Tehran",238756
38758,11109,11109,1413,"No. 88, West 23rd St. Azadegan Blvd. South Sheykh Bahaie Ave., Tehran",238758
38760,11109,11109,1413,"No. 5, Shahid Dademan Street, N. Gol Afshan, W. Ivanak, Shahrak Qarb, Tehran",238760
38762,11109,11109,1413,"Vozara Street, Tehran",238762
38764,11109,11109,1413,"No. 52, Shariati Street, Shahid Mousavi Street, Tehran",238764
38766,11109,11109,1413,"No. 132, First Floor, Unit 1, South Dibagi Street, Ekhtiyariyeh, Tehran",238766
38768,11109,11109,1413,"No. 13, First Floor, Unit 1, Shahab (11th) Street, Gandy Street, Tehran",238768
38769,11109,11109,1413,"No. 1/2, 2nd Floor, Yavari Alley, Across from Niyavaran Commercial Complex, Niyaravan, Tehran",238769
38771,11109,11109,1413,"No. 1, Moqaddas Alley, Shahid Ahmad Qasir (Bukharest) Street, Tehran",238771
38773,11109,11109,1413,"No. 52, 4th Floor, Mousavivand Street, Shariati Street, Tehran",238773
38776,11109,11109,1413,"No. 8, Tandis St., Africa Ave., Tehran",238776
38778,11109,11109,1413,Tehran,238778
38783,11109,11109,1413,"No. 26, Tosee Tower (Export Development Building), Corner of 15th Street, Ahmad Qasir Avenue, Argentina Square, Tehran, 1513815111",238783
38781,11109,11109,1413,,238781
38784,11109,11109,1413,,238784
38786,11109,11109,1413,Tehran,238786
38788,11109,11109,1413,Tehran,238788
38792,11109,11109,1413,,238792
38791,11109,11109,1413,Tehran,238791
38795,11216,11216,1413,"Urb. El Rosal, Av. Francisco de Miranda Edificio Dozsa - Piso 8, C.P. 1060, Caracas",238795
38796,11109,11109,1413,Tehran,238796
38798,11109,11109,1413,"IVBB Headquarters, 30th Alley, No. 96, Khaled Eslamboli Street, (Vozara), PO Box 15175-598, Tehran, 15119-57111",238798
38801,11109,11109,1413,Tehran,238801
38802,11109,11109,1413,"1st Shaghayegh Bld., North Kargar St., Tehran",238802
38804,11109,11109,1413,,238804
38807,11109,11109,1413,"Science & Technology Park, Shahid Ghoddousi Blvd., Arak",238807
38809,11109,11109,1413,Tehran,238809
38811,11109,11109,1413,"Shahid Chamran Building, North Kargar Street, Tehran",238811
38818,11109,11109,1413,,238818
38820,11109,11109,1413,,238820
38824,11109,11109,1413,"End of North Kargar Street, Shahid Abtahi Street, (20th), #61, Tehran",238824
38825,11109,11109,1413,"Esfahan Complex Khalije Fars Blvd., 20 km southeast of Esfahan, P.O. Box: 81465-1957",238825
38827,11109,11109,1413,"North Kargar Street, Tehran",238827
44436,11109,11109,1413,"North Kargar Ave., Tehran",244436
38830,11109,11109,1413,Karaj,238830
38832,11109,11109,1413,Tehran,238832
38836,11109,11109,1413,"152 Taleghani Avenue, Tehran",238836
38837,11109,11109,1413,"No. 247, Taleghani Avenue, Tehran",238837
38838,11109,11109,1413,"PO Box 11365-3139, 130 Taleghani Avenue, Tehran",238838
38839,11109,11109,1413,"PO Box 1598617818, Tehran",238839
38840,11109,11109,1413,"PO Box 71345, Karim Khan Zand Blv, Nouri Ave, Opposite Eram Hotel, Shiraz",238840
38841,11090,11090,1413,"124-126 Rue de Provence, (Angle 76 bd Haussmann), Paris, 75008",238841
38842,11198,11198,1413,"PO Box 734001, Rudaki Ave 88, Dushanbe, 734001",238842
38843,11065,11065,1413,"Office C208, Beijing Lufthansa Center No 50, Liangmaqiao Rd, Chaoyang District, Beijing, 100016",238843
38844,11210,11210,1413,"PO Box 119871, 4th Floor, c/o Persia International Bank PLC, The Gate Bldg, Dubai",238844
38845,11109,11109,1413,"Esfahan Region Management Bldg, Sheikh Bahayee Ave & Abuzar St Junction, Esfahan",238845
38847,11044,11044,1413,"65A Timiriazeva, Minsk, 220035",238847
38849,11211,11211,1413,"6 Lothbury, EC2R 7HH, London",238849
38850,11210,11210,1413,"PO Box 119871, No 209, 2nd Floor, Tower II, Al Fattan Currency House, Dubai International Financial Centre, Dubai",238850
38852,11036,11036,1413,"PO Box 24, Amiryan Street 6, 0010, Yerevan",238852
38853,11036,11036,1413,"5 Tumanyan St, 0001, Yerevan",238853
38855,11136,11136,1413,"Unit Level 10(B1), Main Office Tower, Financial Park, Jalan Merdeka, 87000 Labuan F.T., Wilayah Persekutuan",238855
38877,11094,11094,1413,"Depenau 2, Hamburg, 20095",238877
38878,11094,11094,1413,"Postfach 101304, Hamburg, 20008",238878
38879,11109,11109,1413,"PO Box 97415-1836, Sanaee Avenue, Kish",238879
38880,11109,11109,1413,"28 Tandis St, Nelson Mandela Blvd. (Ex North Africa Blvd.), Tehran, 19156-33383",238880
38875,11109,11109,1413,"1655 Vali-E-Asr After Chamran Crossroad, Tehran",238875
38876,11109,11109,1413,"PO Box 15875-4456, Firouzeh Tower, No 2917 Vali-Asr Ave (after Chamran Crossroads), Tehran, 1965643511",238876
38882,11184,11184,1413,51 Siang Kuang Avenue,238882
38884,11184,11184,1413,"1813 Geylang Bahru, #01-01 Kallang Distripark, 339715",238884
38885,11184,11184,1413,"64D Kallang Pudding Road, #02-00, Wee Tiong Building, 349323",238885
38886,11184,11184,1413,"02-00 Wee Tiong Building, 64D, Kallang Pudding Road, 349323",238886
38887,11184,11184,1413,"1805 Geylang Bahru #01-03, 339711",238887
38889,11184,11184,1413,"#11-09 Parkway Parade, 449269",238889
38890,11184,11184,1413,"64D Kallang Pudding Road, #09-00 Wee Tiong Building, 349323",238890
38894,11171,11171,1413,"Room 15-H, Litera A, House 2, Rastrelli Place, City of St. Petersburg, 191124",238894
38896,11143,11143,1413,"Puerto Vallarta, Jalisco",238896
38898,11143,11143,1413,"Jamaica Numero 1411, Colonia Cinco de Diciembre, Puerto Vallarta, Jalisco",238898
38916,11143,11143,1413,"Calle Alcamo 2870-501, Colonia Providencia, Guadalajara, Jalisco",238916
38917,11143,11143,1413,"Calle Herradura Numero 4825, Colonia Mirador Del Sol, Zapopan, Jalisco",238917
38919,11143,11143,1413,"Calle Alcamo 2870-501, Colonia Providencia, Guadalajara, Jalisco",238919
38920,11143,11143,1413,"Kukulkan 4783, Col. Miradora Del Sol, Zapopan, Jalisco, 45054",238920
38921,11143,11143,1413,"Perla # 3880, Colonia Res. Loma Bonita, Zapopan, Jalisco",238921
38973,11143,11143,1413,"Guadalajara, Jalisco",238973
38976,11109,11109,1413,"Ayandeh Bank Bldg. Floor 1, 15 Shahid Ahmadian St. (15th St.) Ahmad Ghasir (Bucharest) Ave, Tehran",238976
38978,11109,11109,1413,"Ghavamin Tower, Argentina Sq., Tehran",238978
38980,11143,11143,1413,"Islas Aleutianas 2307, Guadalajara, Jalisco, 44540",238980
39519,11143,11143,1413,"Santa Esther 845, Colonia Santa Margarita, Primera Seccion, Zapopan, Jalisco",239519
38982,11143,11143,1413,"Av. Naciones Unidas 5131 Local 3, Colonia Jardines Universidad, Zapopan, Jalisco",238982
39515,11143,11143,1413,"Plaza Punto Rio, Blvd. Enrique Sanchez Alonso #1980 Local 7, Desarrollo Tres Rios, Culiacan, Sinaloa",239515
38996,11143,11143,1413,"Pegaso 3261, Colonia La Calma, Zapopan, Jalisco",238996
39031,11065,11065,1413,,239031
39036,11210,11210,1413,"Next to CB hotel, Sharaf Building, Office No. 202, Dubai",239036
39038,11109,11109,1413,"No. 17, Fifth Floor, 17th Alley, Vozara Street, Tehran",239038
39040,11109,11109,1413,"Number 63, East Shahid Tajrlu Street, Shahid Tajrlu Square, Shian",239040
39042,11065,11065,1413,"Building  1088, Suite 1501, Pudong South Road (Shanghai Zhong Rong Plaza), Shanghai, 200122",239042
39045,11184,11184,1413,"Hoe Chiang Road 10, #15-02a, Central Business District, 089315",239045
39046,11136,11136,1413,"19A-3A-3A, Level 31, Business Suite, UOA Centre, No. 19 Jalan, Pinang, Kuala Lumpur, 50450",239046
39047,11136,11136,1413,"Financial Park Labuan Complex Unit 13 (C), Main Office Tower Jalan Merdeka, Labuan, 87000",239047
39050,11109,11109,1413,"Unit 5, 9th Street 2, Ahmad Ghasir Avenue, PO Box 19635-1114, Tehran",239050
39054,11109,11109,1413,"No. 269, Shahid Beheshti Street, Tehran",239054
39056,11210,11210,1413,"705 International Business Tower, PO Box 181878, Dubai",239056
39100,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239100
39102,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239102
39104,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239104
39106,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239106
39108,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239108
39110,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239110
39112,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239112
39114,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239114
39116,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239116
39118,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239118
39120,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239120
39122,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239122
39124,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239124
39126,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239126
39128,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239128
39130,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239130
39132,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239132
39134,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239134
39136,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239136
39138,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239138
39140,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239140
39142,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239142
39144,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239144
39146,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239146
39148,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239148
39151,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239151
39153,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239153
39156,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239156
39159,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239159
39161,11109,11109,1413,"East Shahid Atefi Street 35, Africa Boulevard, PO Box 19395-4833, Tehran",239161
39162,11109,11109,1413,"No. 303, Mahtab Building, Pardis Cross Road, Golden City, Qeshm",239162
39163,11109,11109,1413,"No. 44, East Atefi St., Africa Blvd., Tehran",239163
39165,11109,11109,1413,"No. 44, East Atefi Ave., Nelsonmandella Blvd., Tehran",239165
39167,11109,11109,1413,"Block EX6, In front of IRAN Blvd., Kish Island",239167
39169,11109,11109,1413,"Unit7, No. 3, Noor Alley, Nelsonmandella Blvd., Tehran",239169
39170,11109,11109,1413,Kish Islands,239170
39173,11109,11109,1413,,239173
39175,11109,11109,1413,,239175
39177,11109,11109,1413,,239177
39179,11109,11109,1413,,239179
39181,11109,11109,1413,,239181
39183,11109,11109,1413,,239183
39185,11109,11109,1413,,239185
44087,11109,11109,1413,"No. 35, 13th, Asadabadi Av., Tehran",244087
44088,11109,11109,1413,"Lamerd Special Economic Zone for Energy Intensive Industries, 8th km, Lamerd-khonj Road, Lamerd City, Fars Province",244088
39187,11109,11109,1413,,239187
39189,11109,11109,1413,,239189
39191,11109,11109,1413,,239191
39193,11109,11109,1413,,239193
39195,11109,11109,1413,,239195
39197,11109,11109,1413,,239197
39199,11109,11109,1413,,239199
39201,11109,11109,1413,,239201
39203,11109,11109,1413,,239203
39205,11109,11109,1413,,239205
39207,11109,11109,1413,,239207
39209,11109,11109,1413,,239209
39211,11109,11109,1413,,239211
39213,11109,11109,1413,,239213
39215,11109,11109,1413,,239215
39219,11109,11109,1413,,239219
39221,11109,11109,1413,,239221
39223,11109,11109,1413,,239223
39225,11109,11109,1413,,239225
39227,11109,11109,1413,,239227
39229,11109,11109,1413,,239229
39232,11109,11109,1413,,239232
39233,11109,11109,1413,,239233
39235,11109,11109,1413,,239235
39237,11109,11109,1413,,239237
39240,11109,11109,1413,,239240
39241,11109,11109,1413,,239241
39244,11109,11109,1413,,239244
39246,11109,11109,1413,,239246
39248,11109,11109,1413,Kish,239248
39250,11109,11109,1413,,239250
39256,11109,11109,1413,,239256
39258,11109,11109,1413,,239258
39260,11109,11109,1413,,239260
39262,11109,11109,1413,,239262
39264,11109,11109,1413,,239264
39266,11109,11109,1413,,239266
39268,11109,11109,1413,,239268
39272,11109,11109,1413,,239272
39271,11109,11109,1413,,239271
39274,11109,11109,1413,,239274
39278,11109,11109,1413,,239278
39277,11109,11109,1413,,239277
39281,11109,11109,1413,,239281
39282,11109,11109,1413,,239282
39286,11109,11109,1413,,239286
39285,11109,11109,1413,,239285
39288,11109,11109,1413,,239288
39291,11109,11109,1413,,239291
39292,11109,11109,1413,,239292
39294,11109,11109,1413,,239294
39298,11109,11109,1413,,239298
39297,11109,11109,1413,,239297
39300,11109,11109,1413,,239300
39302,11109,11109,1413,,239302
39304,11109,11109,1413,,239304
39306,11109,11109,1413,,239306
39308,11109,11109,1413,,239308
39311,11109,11109,1413,,239311
39312,11109,11109,1413,,239312
39315,11109,11109,1413,,239315
39316,11109,11109,1413,,239316
39318,11109,11109,1413,,239318
39320,11109,11109,1413,,239320
39322,11109,11109,1413,,239322
39324,11109,11109,1413,,239324
39328,11109,11109,1413,,239328
39327,11109,11109,1413,,239327
39330,11109,11109,1413,,239330
39332,11109,11109,1413,,239332
39334,11109,11109,1413,,239334
39336,11109,11109,1413,,239336
39338,11109,11109,1413,,239338
39340,11109,11109,1413,,239340
39342,11109,11109,1413,,239342
39344,11109,11109,1413,,239344
39346,11109,11109,1413,,239346
39348,11109,11109,1413,,239348
39350,11109,11109,1413,,239350
39352,11109,11109,1413,,239352
39354,11109,11109,1413,,239354
39356,11109,11109,1413,,239356
39358,11109,11109,1413,,239358
39360,11109,11109,1413,,239360
39362,11109,11109,1413,,239362
39376,11143,11143,1413,"Kukulkan 4783, Col. Mirador del Sol, Zapopan, Jalisco",239376
39378,11143,11143,1413,"Guadalajara, Jalisco",239378
39380,11143,11143,1413,"Calle Kukulcan No. Ext.4783, Col. Mirador del Sol, Zapopan, Jalisco, C.P. 45054",239380
39416,11109,11109,1413,Tehran,239416
39467,11110,11110,1413,,239467
39457,11126,11126,1413,Al Zahrani,239457
39459,11126,11126,1413,Al Zahrani,239459
39460,11110,11110,1413,Najaf,239460
39466,11110,11110,1413,,239466
39463,91021,91021,1413,West Bank,239463
39464,91021,91021,1413,Gaza Strip,239464
39465,11082,11082,1413,Cairo,239465
39469,11143,11143,1413,"Privada Juan Martin 537, Zapopan, Jalisco, CP 45138",239469
39492,11179,11179,1413,Riyadh,239492
39495,11129,11129,1413,Tripoli,239495
39497,11197,11197,1413,,239497
39570,11184,11184,1413,,239570
39926,11107,11107,1413,"F-1129, Chitranjan Park, New Delhi, 110019",239926
39927,11107,11107,1413,"E-70 1st Floor Greater Kailash Part II, New Delhi, 110048",239927
39928,11107,11107,1413,"S-439, Greater Kailash Part II, New Delhi, 110048",239928
39521,11109,11109,1413,,239521
39522,11109,11109,1413,"Unit A103, 1st Floor, Padena Complex, Iran Blvd, Kish",239522
39523,11109,11109,1413,"Unit A301, 1st Floor, Padena Complex, Iran Blvd, Kish",239523
39524,11109,11109,1413,"Unit 301, 3rd Floor, Sadaf Tower, Kish",239524
39572,11171,11171,1413,"d. 13 str. 4, bulvar Novinski, Moscow, 121099",239572
39573,11171,11171,1413,"13 Novinski Boulevard, Moscow, 121834",239573
39574,11171,11171,1413,"Novinskiy Boulevard 13, Building 4, Moscow, 123995",239574
39588,11171,11171,1413,"Novinsky bld. 13, build 4, Moscow, 121099",239588
39576,11171,11171,1413,"Office I Room 7, Building 3, House 22, Staromonetny Lane, Moscow, 119180",239576
39580,11171,11171,1413,,239580
39581,11171,11171,1413,"Staromonetne STR 22/3, Moscow",239581
39578,11211,11211,1413,"71 Linton Road, Acton, London, W3 9HL",239578
39582,11197,11197,1413,,239582
39594,11109,11109,1413,,239594
39586,11155,11155,1413,Managua,239586
39592,11109,11109,1413,,239592
39596,11109,11109,1413,,239596
39598,11109,11109,1413,,239598
39600,11079,11079,1413,,239600
39602,11079,11079,1413,,239602
39604,11079,11079,1413,,239604
39606,11079,11079,1413,,239606
39608,11079,11079,1413,,239608
39610,11079,11079,1413,,239610
39612,11079,11079,1413,,239612
39614,11079,11079,1413,,239614
39616,11079,11079,1413,,239616
39618,11079,11079,1413,,239618
39620,11079,11079,1413,"Calle 34, Local No. 10, Los Cachorros, Cristo Rey, Santo Domingo, Distrito Nacional",239620
39622,11079,11079,1413,"Calle La Guardia No. 25, Villa Consuelo, Santo Domingo",239622
39624,11079,11079,1413,"Av. Abraham Lincoln Esq. Independencia, Zona Universitaria, Santo Domingo",239624
39626,11079,11079,1413,"Calle Juan de Morfa 87, Villa Consuelo, Santo Domingo",239626
39628,11079,11079,1413,"Av. Ortega y Gasset No. 95, Cristo Rey, Santo Domingo",239628
39629,11079,11079,1413,"Av. Ortega y Gasset 91 Esq. Felix Evaristo Mejia, Santo Domingo",239629
39631,11079,11079,1413,"Av. Abraham Lincoln, Plaza Andalucia II, Primera Planta, Local Comercial 49-A y 50-A, Santo Domingo, Distrito Nacional",239631
39644,11143,11143,1413,Sinaloa,239644
39648,11143,11143,1413,Sinaloa,239648
39652,11143,11143,1413,,239652
39658,11143,11143,1413,,239658
39720,91501,91501,1413,Juba,239720
39667,11171,11171,1413,Moscow,239667
39669,11171,11171,1413,Moscow,239669
39786,91501,91501,1413,,239786
39672,11171,11171,1413,,239672
39674,91501,91501,1413,Juba,239674
39714,91501,91501,1413,Wau,239714
39715,11192,11192,1413,"Regency Hotel, Ground Floor, Khartoum",239715
39716,91501,91501,1413,Rumbek,239716
39717,91501,91501,1413,"Awel Grand Market, Awel",239717
39718,91501,91501,1413,"Yida Grand Market, Yida",239718
39719,11085,11085,1413,Asmara,239719
39676,91501,91501,1413,"Havana Street, Juba",239676
39679,91501,91501,1413,"Plot No. 297, Block BYVI, 3rd Floor Office No. 33, Juba",239679
39680,11171,11171,1413,,239680
39682,11171,11171,1413,,239682
39684,11171,11171,1413,,239684
39686,11171,11171,1413,,239686
39689,11143,11143,1413,"Guadalajara, Jalisco",239689
39693,11171,11171,1413,,239693
39697,11171,11171,1413,,239697
39699,11171,11171,1413,,239699
39703,11171,11171,1413,,239703
39707,11171,11171,1413,,239707
39709,11171,11171,1413,,239709
39711,11171,11171,1413,,239711
39713,11171,11171,1413,,239713
39722,11171,11171,1413,"#189, 20, BLD1, Generala Beloborodova, Moscow, Federal District, 125222",239722
39724,11211,11211,1413,London,239724
39732,11212,11212,1413,"4100 Salzedo Street, Apt. 1010, Miami, FL, 33146",239732
39733,11212,11212,1413,"4100 Salzedo St., Unit 804, Coral Gables, FL, 33146",239733
39734,11212,11212,1413,"144 Isla Dorada Blvd., Coral Gables, FL, 33143",239734
39736,11212,11212,1413,"4100 Salzedo St., Unit 804, Coral Gables, FL, 33146",239736
39737,11212,11212,1413,"18555 Collins Avenue, Unit 4405, Sunny Isles, FL, 33160",239737
39739,11212,11212,1413,"4100 Salzedo Street, Apt 1010, Coral Gables, FL, 33146",239739
39741,11212,11212,1413,"4100 Salzedo Street, Apt 1010, Miami, FL, 33146",239741
39742,11212,11212,1413,"4100 Salzedo Street, Unit 608, Coral Gables, FL, 33146",239742
39743,11212,11212,1413,"4100 Salzedo Street, Unit 807, Coral Gables, FL, 33146",239743
39745,11212,11212,1413,"4100 Salzedo Street, Apt 1010, Miami, FL, 33146",239745
39746,11212,11212,1413,"4100 Salzedo Street, Unit 813, Coral Gables, FL, 33146",239746
39747,11212,11212,1413,"4100 Salzedo Street, Unit 913, Coral Gables, FL, 33146",239747
39749,11212,11212,1413,"4100 Salzedo Street, Apt 1010, Miami, FL, 33146",239749
39750,11212,11212,1413,"144 Isla Dorada Blvd., Coral Gables, FL, 33143",239750
39752,11212,11212,1413,"4100 Salzedo St., Unit 804, Coral Gables, FL, 33146",239752
39754,11212,11212,1413,"4100 Salzedo St., Unit 804, Coral Gables, FL, 33146",239754
39756,11212,11212,1413,"4100 Salzedo St., Unit 804, Coral Gables, FL, 33146",239756
39757,11212,11212,1413,"140 Paloma Drive, Coral Gables, FL, 33143",239757
39759,11212,11212,1413,"4100 Salzedo Street, Unit 804, Coral Gables, FL, 33146",239759
39761,11212,11212,1413,"4100 Salzedo St., Unit 1010, Coral Gables, FL, 33146",239761
39763,11212,11212,1413,"675 Third Avenue, 29th FL., New York, NY, 10017",239763
39764,11212,11212,1413,"20 West 53rd Street, Unit 47A, New York, NY, 10019",239764
39857,11212,11212,1413,"60 Riverside Boulevard, PH 3602, New York, NY, 10069",239857
39766,11212,11212,1413,"675 Third Avenue, 29th Floor, New York, NY, 10017",239766
39768,11212,11212,1413,"155 SW 25th Road, Miami, FL, 33129",239768
39769,11212,11212,1413,"330 East 57th Street, Unit 12, New York, NY, 10022",239769
39771,11212,11212,1413,"675 Third Avenue, 29th Floor, New York, NY, 10017",239771
39774,11212,11212,1413,"4100 Salzedo Street, Unit 804, Coral Gables, FL, 33146",239774
39776,11212,11212,1413,"4100 Salzedo Street, Unit 804, Coral Gables, FL, 33146",239776
39777,11212,11212,1413,DE,239777
39780,11173,11173,1413,,239780
39782,11212,11212,1413,"18555 Collins Avenue, Unit 4401, Sunny Isles, FL, 33160",239782
39783,11212,11212,1413,DE,239783
39785,11216,11216,1413,Caracas,239785
39788,11216,11216,1413,Caracas,239788
39790,11162,11162,1413,,239790
39792,11216,11216,1413,"Calle Alameda Quinta Globovision Pb, Libertador, Caracas",239792
39794,11212,11212,1413,DE,239794
39804,11079,11079,1413,Cap Cana,239804
39805,11190,11190,1413,,239805
39808,11079,11079,1413,Cap Cana,239808
39809,11190,11190,1413,,239809
39812,11171,11171,1413,"d. 11 korp. 2 pom. 327-N, ul. Staroderevenskaya, St. Petersburg",239812
39814,11171,11171,1413,"d. 19 Litera A. Pom. 423, Ul. Zhukova, St. Petersburg",239814
39816,11171,11171,1413,"d. 18 litera A. pom. 2-N, UL. Vsevoloda Vishnevskogo, St. Petersburg",239816
39817,11171,11171,1413,Moscow,239817
39819,11171,11171,1413,St. Petersburg,239819
39821,11171,11171,1413,St. Petersburg,239821
39822,11171,11171,1413,Moscow,239822
39824,11171,11171,1413,St. Petersburg,239824
39839,11065,11065,1413,"1103 A, Fortune Plaza No. 20, Harbour Street, Zhongshan District, Dalian",239839
39842,11065,11065,1413,"Room D1302, Langham Place, East Harbour, No. 11 Zhubao Street, Ganglong Road, Dalian",239842
39855,11212,11212,1413,DE,239855
39856,11212,11212,1413,"7043 Fisher Dr., Unit 7043, Miami Beach, FL, 33109-0064",239856
39894,11069,11069,1413,"15 Joli Parc, Ma Campagne, Kinshasa, 00243",239894
39896,11069,11069,1413,"Appartement 29 Cite Du Fleuve, Cite Du Fleuve, Kingabwa Limete, Kinshasa",239896
39914,11065,11065,1413,Shanghai,239914
39916,11065,11065,1413,"Room 614, Floor 3, No. 1, Alley 468, New Siping Highway, Shanghai, 201413",239916
39917,11065,11065,1413,"Room 614, Floor 3, Block 1, Lane 468, Xinsiping Highway, Fengxian District, Shanghai",239917
39919,11143,11143,1413,Distrito Federal,239919
39920,11143,11143,1413,"Carretera Tepic-Aguamilpa Sin Numero, Fraccion de la Parcela 75 Z-2 P1/1 del ejido de La Cantera, clave catastral 1-7-D21-D3-6215, Tepic, Nayarit",239920
39921,11143,11143,1413,"Carretera Tepic-Aguamilpa Sin Numero, Fraccion de la Parcela 75 Z-2 P1/1 del ejido de La Cantera, clave catastral 1-7-D21-D3-6218, Tepic, Nayarit",239921
39933,11036,11036,1413,"50 Nalbandyan Street, Yerevan",239933
39935,11109,11109,1413,"No 1, Laleh Dd End, Azadegan St., Karaj Highway, Tehran",239935
39939,11197,11197,1413,,239939
39940,11109,11109,1413,,239940
39942,11197,11197,1413,,239942
39943,11109,11109,1413,,239943
39972,11216,11216,1413,"Edificio Petroleos De Venezuela, Torre Este, Piso 9, Avenida Libertador con calle El Empalme, La Campina, Caracas, 1010",239972
39973,11216,11216,1413,"Torre Este Piso 9, Edif Petroleos de Venezuela, Avenida Libertador, Urb La Campina, Caracas, Distrito Federal",239973
39993,11109,11109,1413,"1st Floor, No. 91, East 2nd Aseman St., Aseman St., Ketab Sq., Tehran",239993
39995,11109,11109,1413,,239995
39998,11109,11109,1413,,239998
40000,11109,11109,1413,,240000
40021,11216,11216,1413,"Caracas, Capital District",240021
40062,11216,11216,1413,Carabobo,240062
40004,11109,11109,1413,"No. 11, 16 Alley, Shahid Zanhari Street, Shokoufeh Street, Abdol Abbad, Tehran, 1894157315",240004
40010,11109,11109,1413,,240010
40011,11109,11109,1413,,240011
40012,11109,11109,1413,,240012
40009,11109,11109,1413,,240009
40017,11109,11109,1413,,240017
40022,11216,11216,1413,"Caracas, Capital District",240022
40020,11069,11069,1413,"36 Q Solongo Blvd, Biangala, Lemba, Kinshasa",240020
40024,11216,11216,1413,Capital District,240024
40029,11216,11216,1413,"Caracas, Capital District",240029
40137,11035,11035,1413,"Chivilcoy 3157 Piso 2 Depto D, Buenos Aires, 1417",240137
40138,11035,11035,1413,Buenos Aires,240138
40099,11035,11035,1413,Buenos Aires,240099
40133,11035,11035,1413,Buenos Aires,240133
40135,11035,11035,1413,Buenos Aires,240135
40136,11035,11035,1413,Buenos Aires,240136
40134,11035,11035,1413,Buenos Aires,240134
